5760 | discord.client | DEBUG | on_ready has successfully been registered as an event
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'joined_at': '2019-06-24T22:19:40.340933+00:00', 'system_channel_id': '591536909675921412', 'icon': 'a93b782f6fb77a0b1722acaa339407de', 'lazy': True, 'owner_id': '229695200082132993', 'description': None, 'verification_level': 0, 'premium_subscription_count': 0, 'premium_tier': 0, 'system_channel_flags': 0, 'unavailable': False, 'name': 'WumpusHack', 'presences': [{'user': {'id': '229695200082132993'}, 'status': 'online', 'game': None, 'client_status': {'desktop': 'online'}, 'activities': []}, {'user': {'id': '245653078794174465'}, 'status': 'idle', 'game': {'type': 0, 'timestamps': {'start': 1561390812236}, 'name': 'Club Penguin™', 'id': '2fb964e038185b22', 'created_at': 1561390804554}, 'client_status': {'desktop': 'idle'}, 'activities': [{'type': 0, 'timestamps': {'start': 1561390812236}, 'name': 'Club Penguin™', 'id': '2fb964e038185b22', 'created_at': 1561390804554}]}, {'user': {'id': '282565295351136256'}, 'status': 'online', 'game': {'type': 0, 'timestamps': {'start': 1561412393381}, 'name': 'The internets', 'id': '873601c94636450f', 'created_at': 1561412453111}, 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {'start': 1561412393381}, 'name': 'The internets', 'id': '873601c94636450f', 'created_at': 1561412453111}]}, {'user': {'id': '580553153376944159'}, 'status': 'online', 'game': {'type': 0, 'name': '$help | Moderating 205 users!', 'id': 'ec0b28a579ecb4bd', 'created_at': 1561414435940}, 'client_status': {'web': 'online'}, 'activities': [{'type': 0, 'name': '$help | Moderating 205 users!', 'id': 'ec0b28a579ecb4bd', 'created_at': 1561414435940}]}, {'user': {'id': '592803813593841689'}, 'status': 'online', 'game': None, 'client_status': {'web': 'online'}, 'activities': []}], 'member_count': 6, 'banner': None, 'preferred_locale': 'en-US', 'id': '591536909675921408', 'emojis': [{'roles': [], 'require_colons': True, 'name': 'loading', 'managed': False, 'id': '592819419487404041', 'available': True, 'animated': True}, {'roles': [], 'require_colons': True, 'name': 'loading2', 'managed': False, 'id': '592819419604975797', 'available': True, 'animated': True}, {'roles': [], 'require_colons': True, 'name': 'done', 'managed': False, 'id': '592819995843624961', 'available': True, 'animated': False}, {'roles': [], 'require_colons': True, 'name': 'coin', 'managed': False, 'id': '592831769024397332', 'available': True, 'animated': False}], 'splash': None, 'large': False, 'default_message_notifications': 1, 'afk_timeout': 300, 'voice_states': [{'user_id': '229695200082132993', 'suppress': False, 'session_id': '5105fcd228bb6200409e1f3edd553de8', 'self_video': False, 'self_mute': True, 'self_deaf': False, 'mute': False, 'deaf': False, 'channel_id': '591536909675921414'}, {'user_id': '282565295351136256', 'suppress': False, 'session_id': 'd5afa8244152bdebc35291c8b59005ce', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'mute': False, 'deaf': False, 'channel_id': '591536909675921414'}], 'region': 'us-west', 'vanity_url_code': None, 'members': [{'user': {'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}, 'roles': ['591537046313500672'], 'mute': False, 'joined_at': '2019-06-21T07:56:48.560000+00:00', 'deaf': False}, {'user': {'username': 'Polar', 'id': '229695200082132993', 'discriminator': '5893', 'avatar': '432f684197cd2f5d354ade5a6fc19509'}, 'roles': ['591537046313500672'], 'mute': False, 'joined_at': '2019-06-21T07:56:29.528000+00:00', 'deaf': False}, {'user': {'username': 'Polar', 'id': '229695200082132993', 'discriminator': '5893', 'avatar': '432f684197cd2f5d354ade5a6fc19509'}, 'roles': ['591537046313500672'], 'mute': False, 'joined_at': '2019-06-21T07:56:29.528000+00:00', 'deaf': False}, {'user': {'username': 'Larvey', 'id': '245653078794174465', 'discriminator': '0001', 'avatar': 'a_9223dbcae49bda79b3ec21cd63b9a8bb'}, 'roles': ['591537046313500672'], 'mute': False, 'joined_at': '2019-06-21T07:56:37.912000+00:00', 'deaf': False}, {'user': {'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}, 'roles': ['591537046313500672'], 'mute': False, 'joined_at': '2019-06-21T07:56:48.560000+00:00', 'deaf': False}, {'user': {'username': 'Ita Ash', 'id': '283095868356165632', 'discriminator': '8916', 'avatar': 'ab46d32a3b2be370d675860f3d7b07c8'}, 'roles': ['592540053901934623'], 'mute': False, 'joined_at': '2019-06-24T02:21:34.394000+00:00', 'deaf': False}, {'user': {'username': 'Incognito Bot', 'id': '580553153376944159', 'discriminator': '0444', 'bot': True, 'avatar': 'e1428f81ba928ed58eaf589641d070c0'}, 'roles': ['591540157258137600', '591540215773134848'], 'mute': False, 'joined_at': '2019-06-21T08:09:23.780000+00:00', 'deaf': False}, {'user': {'username': 'WumpusHack', 'id': '592803813593841689', 'discriminator': '3318', 'bot': True, 'avatar': None}, 'roles': ['592841300068270107', '592841768916221965'], 'premium_since': None, 'nick': None, 'mute': False, 'joined_at': '2019-06-24T22:19:40.340933+00:00', 'deaf': False}], 'explicit_content_filter': 0, 'features': [], 'afk_channel_id': None, 'roles': [{'position': 0, 'permissions': 104189505, 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '591536909675921408', 'hoist': False, 'color': 0}, {'position': 6, 'permissions': 104189513, 'name': 'Programmer', 'mentionable': False, 'managed': False, 'id': '591537046313500672', 'hoist': True, 'color': 1752220}, {'position': 3, 'permissions': 104189505, 'name': 'Members', 'mentionable': False, 'managed': False, 'id': '591537458399805470', 'hoist': True, 'color': 3447003}, {'position': 2, 'permissions': 8, 'name': 'Incognito Bot', 'mentionable': False, 'managed': True, 'id': '591540157258137600', 'hoist': False, 'color': 0}, {'position': 4, 'permissions': 104189513, 'name': 'Botto', 'mentionable': False, 'managed': False, 'id': '591540215773134848', 'hoist': True, 'color': 11342935}, {'position': 5, 'permissions': 104189505, 'name': 'Graphic Designer', 'mentionable': False, 'managed': False, 'id': '592540053901934623', 'hoist': True, 'color': 3066993}, {'position': 1, 'permissions': 8, 'name': 'WumpusHack', 'mentionable': False, 'managed': True, 'id': '592841300068270107', 'hoist': False, 'color': 0}, {'position': 7, 'permissions': 104189513, 'name': 'Overlord', 'mentionable': False, 'managed': False, 'id': '592841768916221965', 'hoist': False, 'color': 16711680}], 'channels': [{'user_limit': 0, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '591536909675921410', 'bitrate': 64000}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '591536909675921410', 'nsfw': False, 'name': 'general', 'last_pin_timestamp': '2019-06-24T03:35:51.686000+00:00', 'last_message_id': '592842110177247377', 'id': '591536909675921412'}, {'user_limit': 0, 'type': 4, 'position': 2, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '591536909675921413', 'bitrate': 64000}, {'user_limit': 0, 'type': 2, 'position': 0, 'permission_overwrites': [], 'parent_id': '591536909675921413', 'name': 'General', 'id': '591536909675921414', 'bitrate': 64000}, {'user_limit': 0, 'type': 4, 'position': 3, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 1049600, 'allow': 0}, {'type': 'role', 'id': '591537046313500672', 'deny': 0, 'allow': 1049600}], 'name': 'Dev Shit', 'id': '591537278434672660', 'bitrate': 64000}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 1049600, 'allow': 0}, {'type': 'role', 'id': '591537046313500672', 'deny': 0, 'allow': 1049600}], 'parent_id': '591537278434672660', 'nsfw': False, 'name': 'testing', 'last_message_id': None, 'id': '591537318372835339'}, {'user_limit': 0, 'type': 4, 'position': 0, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 2048, 'allow': 0}], 'name': 'Information', 'id': '591537726541529089', 'bitrate': 64000}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 2048, 'allow': 0}], 'parent_id': '591537726541529089', 'nsfw': False, 'name': 'info', 'last_message_id': None, 'id': '591537787262468106'}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 2048, 'allow': 0}], 'parent_id': '591537726541529089', 'nsfw': False, 'name': 'announcements', 'last_message_id': None, 'id': '591537992288698368'}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 1049600, 'allow': 0}, {'type': 'role', 'id': '591537046313500672', 'deny': 0, 'allow': 1049600}], 'parent_id': '591537278434672660', 'nsfw': False, 'name': 'ideas', 'last_message_id': '592015707164901394', 'id': '591538115751968768'}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 1049600, 'allow': 0}, {'type': 'role', 'id': '591537046313500672', 'deny': 0, 'allow': 1049600}, {'type': 'role', 'id': '591540215773134848', 'deny': 0, 'allow': 1024}], 'parent_id': '591537278434672660', 'nsfw': False, 'name': 'log', 'last_message_id': '592791261019111454', 'id': '592787448107368448'}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 1049600, 'allow': 0}, {'type': 'role', 'id': '591537046313500672', 'deny': 0, 'allow': 1049600}], 'parent_id': '591537278434672660', 'nsfw': False, 'name': 'important', 'last_message_id': '592813101556957216', 'id': '592804041302736935'}, {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 'role', 'id': '591536909675921408', 'deny': 1049600, 'allow': 0}, {'type': 'role', 'id': '591537046313500672', 'deny': 0, 'allow': 1049600}], 'parent_id': '591537278434672660', 'nsfw': False, 'name': 'general', 'last_message_id': '592813082191855699', 'id': '592812958493704197'}], 'mfa_level': 0, 'application_id': None}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event guild_available
5760 | discord.client | DEBUG | Dispatching event ready
5760 | root | INFO | Bot is ready and online.
5760 | root | DEBUG | servers: 1, ping: 126.0001 ms
5760 | discord.gateway | DEBUG | Sending "{"op":3,"d":{"game":{"flags":0,"type":0,"name":">start | Participating in Discord Hack Week!"},"afk":false,"since":0.0,"status":"online"}}" to change status
5760 | discord.client | DEBUG | Dispatching event socket_raw_send
5760 | websockets.protocol | DEBUG | client > Frame(fin=True, opcode=1, data=b'{"op":3,"d":{"game":{"flags":0,"type":0,"name":">start | Participating in Discord Hack Week!"},"afk":false,"since":0.0,"status":"online"}}', rsv1=False, rsv2=False, rsv3=False)
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\x82\xac\x82\xf2u\r\x0evtwEY\x07e\x8c\xba\x0e\n\x11S%\x88\x891\x1c\xdd\x18##+#\x13+\x03\x13=`\xd6F\xee\xc6\x00{>yH\xbd\xcd\xbc|\xf0\x80\x1b\xac/\x03,\x12\r\x0cA\x19\xd0\xd2\x08\xd1]\x85\xb6\xfc\xa1\xbcx\xa4\xb9V\x98\x10|l\x0b\xde\xa9\x05\x8f\xe3\x80\xdcL\xaf!m\xa4~\xb3\x91\x89\x01\xb0P\xb30\x00e\x03\x907@nI\x81\xba85%\x13\xb4*\x01)\xd0\xa0\xcb\t c\x81@#\xec\x80\xe5\x16x\x92\x98\xf0\xfa1\xc8Z\xbc\x81\x99*H,)IL\xce\x80\xb4$\x10\x8b*\xb1;\x16\xb4x\xb2\x16\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 3, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2019-06-24T22:24:04.484000+00:00', 'pinned': False, 'nonce': '592842157501448192', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['591537046313500672'], 'mute': False, 'joined_at': '2019-06-21T07:56:48.560000+00:00', 'deaf': False}, 'id': '592842407738081312', 'embeds': [], 'edited_timestamp': None, 'content': '>login', 'channel_id': '591536909675921412', 'author': {'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}, 'attachments': [], 'guild_id': '591536909675921408'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event message
5760 | discord.client | DEBUG | Dispatching event command
5760 | discord.http | DEBUG | POST https://discordapp.com/api/v7/users/@me/channels with {"recipient_id":282565295351136256} has returned 200
5760 | discord.http | DEBUG | POST https://discordapp.com/api/v7/users/@me/channels has received {'last_message_id': '592842359570694145', 'type': 1, 'id': '592840890423181340', 'recipients': [{'username': 'KAJ7', 'discriminator': '0001', 'id': '282565295351136256', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}]}
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\x82\xa42g\x0fG??W\x1f\x94Tf\x82-\x95\x19\x82f3\x933\x0b2\xa16\xd0\xdf\x8f\xb1\xb8\xfb\xdc\xc6\xa6\xc0\x92\xcd\xc0\xcc\x12\xd8\x8d4E\xce\x80@\x9fZ\x1a\x00\xa5\r\x81Qob\x00\xf44\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 4, 'op': 0, 'd': {'type': 1, 'recipients': [{'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}], 'last_message_id': '592842359570694145', 'id': '592840890423181340'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2\xedi\xd3!\xe7i\xa0g\x8d--L\xc1\xa5\x1b^O\x03\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xb4\x9a\xb1n\xc3 \x10\x86_\xe5\xb7\x97\xa4R\x85\x9a\x0c\xae\xb2t\xef^)\xea\x16d\x13\x07\xc5\x06\x0b\xe3D\x1e\xfc\xee\xb9\x03;m\x13Y\xadZu\xb3\xcep\x1c\x88\xfb\x10\xdc?\xcf\x93\xec\xcf<\xc9\xc4\xd3\xf3\xfa{\x9eLE\xee\xdf\xf2c~\xda\xd7d\xfe8 t\xceE+\xaf}\xd0\xeclU\x95\xdbZ\xc1[\xc4\x97@\xbc\x9a\\`/k]\xf5Iz\xa3\xcfLwo\x94\xe6G\xf4\xb6\x03]\xd2\xd0t\x8e\xf2\xbee\x99\x13\x99\x1c\x8c:On\xa2\xfaR\xe0\x9d\xed_l\xd0-\xfcA\xe1,\xfb\xe0(\x97\x06\x14C\xdd\x19\x86=\xd9\xb5?\xc4\x06\xd6UE\x12=P\x83\x86\xe0\xe7\xb8s\x90\xaa\xa9\xe2\x11\xd2\x14pJ\x16=\x87O\x0bU%\x18E\xb5l\x88\x11\x85\xe3c\xd1"\x08\xb3\xc6\x00\xe8g\xa9|\x18\x83\xa6S\xc2\xee\xe9\x9b5\xe7b\x87\xe5\xcb\xe4\x82{\x88\xd2\x9e\x1e\xd2O\x8f\xe2t\xdd\xda\xac\x86\x1f\xa1\xf1\x1e\x8aw\xbbo\x06\x8a\xffUk\xba\xa1\xe00\\\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 5, 'op': 0, 'd': {'type': 1, 'recipients': [{'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}], 'last_message_id': '592842414398504960', 'id': '592840890423181340'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2019-06-24T22:24:06.072000+00:00', 'pinned': False, 'nonce': None, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '592842414398504960', 'embeds': [{'type': 'rich', 'title': 'Welcome to Wumpus Inc. family!', 'description': "`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)", 'color': 3487291}], 'edited_timestamp': None, 'content': '', 'channel_id': '592840890423181340', 'author': {'username': 'WumpusHack', 'id': '592803813593841689', 'discriminator': '3318', 'bot': True, 'avatar': None}, 'attachments': []}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event message
5760 | discord.http | DEBUG | POST https://discordapp.com/api/v7/channels/592840890423181340/messages with {"embed":{"color":3487291,"type":"rich","description":"`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)","title":"Welcome to Wumpus Inc. family!"}} has returned 200
5760 | discord.http | DEBUG | POST https://discordapp.com/api/v7/channels/592840890423181340/messages has received {'nonce': None, 'attachments': [], 'tts': False, 'embeds': [{'color': 3487291, 'type': 'rich', 'description': "`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)", 'title': 'Welcome to Wumpus Inc. family!'}], 'timestamp': '2019-06-24T22:24:06.072000+00:00', 'mention_everyone': False, 'id': '592842414398504960', 'pinned': False, 'edited_timestamp': None, 'author': {'username': 'WumpusHack', 'discriminator': '3318', 'bot': True, 'id': '592803813593841689', 'avatar': None}, 'mention_roles': [], 'content': '', 'channel_id': '592840890423181340', 'mentions': [], 'type': 0}
5760 | discord.client | DEBUG | Dispatching event command_error
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'BM\xfb\xa1\x01.\xf0\xb4o\x8e\x9a\xf6GS\x18\xfdS\x18\xa1\xc4S[\x0b\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 7, 'op': 0, 'd': {'id': '592842414398504960', 'embeds': [{'type': 'rich', 'title': 'Welcome to Wumpus Inc. family!', 'description': "`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)", 'color': 3487291}], 'channel_id': '592840890423181340'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event raw_message_edit
5760 | discord.client | DEBUG | Dispatching event message_edit
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2]^[\x0c\xbd\xf2\xda\xd8\xc8\x08Z\x11\x9b\xe3-\xaf\x01\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2]^[RZ^\x1b\x1a\xe8\x19\x1b[\x10\xdf\xfe\x036\xfc\x80\xcd&\x03c`~\xa4\xa8\xfd\x87;\x18\xa8\xd3\x18#\xb6\xdc\x19\x98\xc6Xm-\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 8, 'op': 0, 'd': {'type': 1, 'recipients': [{'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}], 'last_message_id': '592842432291536907', 'id': '592840890423181340'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2019-06-24T22:24:10.338000+00:00', 'pinned': False, 'nonce': '592842181908103168', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '592842432291536907', 'embeds': [], 'edited_timestamp': None, 'content': '>login', 'channel_id': '592840890423181340', 'author': {'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}, 'attachments': []}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event message
5760 | discord.client | DEBUG | Dispatching event command
5760 | discord.http | DEBUG | POST https://discordapp.com/api/v7/channels/592840890423181340/messages with {"embed":{"color":3487291,"type":"rich","description":"`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)","title":"Welcome to Wumpus Inc. family!"}} has returned 200
5760 | discord.http | DEBUG | POST https://discordapp.com/api/v7/channels/592840890423181340/messages has received {'nonce': None, 'attachments': [], 'tts': False, 'embeds': [{'color': 3487291, 'type': 'rich', 'description': "`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)", 'title': 'Welcome to Wumpus Inc. family!'}], 'timestamp': '2019-06-24T22:24:10.565000+00:00', 'mention_everyone': False, 'id': '592842433243512848', 'pinned': False, 'edited_timestamp': None, 'author': {'username': 'WumpusHack', 'discriminator': '3318', 'bot': True, 'id': '592803813593841689', 'avatar': None}, 'mention_roles': [], 'content': '', 'channel_id': '592840890423181340', 'mentions': [], 'type': 0}
5760 | discord.client | DEBUG | Dispatching event command_error
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2\x9d\x8eA;\x97\x86\\B6\x06bSC#\xc8 \x01\xee\x84\x0c\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2\x9d\x90\r\r\xa9\x90\x92\x81\x1e\xa7o\xcb\x03\xd5\xdf\xa3\xf5\xc2h\xcb\x03O\xcb\x03\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 10, 'op': 0, 'd': {'type': 1, 'recipients': [{'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}], 'last_message_id': '592842433243512848', 'id': '592840890423181340'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2019-06-24T22:24:10.565000+00:00', 'pinned': False, 'nonce': None, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '592842433243512848', 'embeds': [{'type': 'rich', 'title': 'Welcome to Wumpus Inc. family!', 'description': "`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)", 'color': 3487291}], 'edited_timestamp': None, 'content': '', 'channel_id': '592840890423181340', 'author': {'username': 'WumpusHack', 'id': '592803813593841689', 'discriminator': '3318', 'bot': True, 'avatar': None}, 'attachments': []}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event message
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2\xdd\xf204\xc2\xdd\xf4\x18Mb\x83\xa5\xe9\x01\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 12, 'op': 0, 'd': {'id': '592842433243512848', 'embeds': [{'type': 'rich', 'title': 'Welcome to Wumpus Inc. family!', 'description': "`Thank you for purchasing your new Wumpus system. Your Wumpus system is the way you can communicate with the world! Your computer is started, and ready to roll! connect to your nation's help system to get the hang of things.` (>connect help.gov)", 'color': 3487291}], 'channel_id': '592840890423181340'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event raw_message_edit
5760 | discord.client | DEBUG | Dispatching event message_edit
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2Sdc\x1d\x86\x19\xdcE\xb6\t\xd0SFF&\x16F\x06Fx\x8bl\x00\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b"\xc2Sdc\x1d\x16 \xa9\xc86\xd2\xb3\xb40'\xbe\xf1\x01Z\x7fo``n`naB\xb5\xc6\x07j8\x8c\x8c\xc6\x07\x00\x00\x00\xff\xff", rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 13, 'op': 0, 'd': {'type': 1, 'recipients': [{'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}], 'last_message_id': '592842443402248202', 'id': '592840890423181340'}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
5760 | discord.gateway | DEBUG | For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2019-06-24T22:24:12.987000+00:00', 'pinned': False, 'nonce': '592842192830070784', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '592842443402248202', 'embeds': [], 'edited_timestamp': None, 'content': '>login', 'channel_id': '592840890423181340', 'author': {'username': 'KAJ7', 'id': '282565295351136256', 'discriminator': '0001', 'avatar': 'a_8c98ede1404f39a8e9454a6f21bf5a45'}, 'attachments': []}}
5760 | discord.client | DEBUG | Dispatching event socket_response
5760 | discord.client | DEBUG | Dispatching event message
5760 | discord.client | DEBUG | Dispatching event command
5760 | websockets.protocol | DEBUG | client < Frame(fin=True, opcode=2, data=b'\xc2\x93\x92\x87\xe0\xa8\x87\t0\x13[\x98\x01[\x91\x06\xf8G=\x00\x00\x00\x00\xff\xff', rsv1=False, rsv2=False, rsv3=False)
5760 | discord.client | DEBUG | Dispatching event socket_raw_receive
